id,herbal_id,senyawa_marker,golongan,nama_senyawa_3d,rumus_molekul,berat_molekul,link_jsmol,catatan_jsmol
478,478,Guggulsterone,Steroid,Guggulsterone,C21H28O2,312.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=guggulsterone,Guggul commiphora resin india getah fxr farnesoid x reseptor antagonis liver hepar asam empedu dipecah kolesterol ldl vldl trigliserida hancur darah bersih aterosklerosis pembuluh vena plak lisis obesitas kelenjar tiroid t3 hormon peningkat jerawat nodul kista aman ekstrak kapsul awas lambung mual diare ringan dosis tinggi hepar enzim interaksi statin ganda.
479,479,Convolvine,Tropane alkaloid,Convolvine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Shankhpushpi convolvulus herba otak ayurweda india sirup anak peningkat iq fokus belajar adhd autisme saraf dendrit cabang memori hipokampus amigdala cemas takikardi debar panik stres tidur lelap tekanan darah hipertensi turun anti konvulsan kejang epilepsi ayan aman ramuan teh sirup anak dewasa usia lanjut pikun alzheimer demensia.
480,480,Jatamansone,Sesquiterpene,Valeranone,C15H26O,222.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=valeranone,Jatamansi nardostachys akar rambut wangi himalaya musky bumi manis valerian kerabat minyak urapan alkitab gaba reseptor otak serotonin dopamin sedatif tanpa lemas otot depresi jantung debar takikardi aritmia stres panik ptsd bipolar tidur lelap insomnia berat rambut rontok botak uban hitam uap minyak aromaterapi teh akar ampas hisap aman dosis wajar teh minyak luar.
481,481,Picroside I,Iridoid glycoside,Picroside I,C24H28O11,492.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=picroside,Kutki picrorhiza kurroa akar himalaya sangat pahit pelindung hepar raja liver regenerasi hepatosit sirosis hepatitis a b c bilirubin ikterus mata kuning kulit empedu cairan peluruh kolestasis kental batu empedu lisis pencernaan pembersih darah kotor limfatik sgot sgpt ast alt turun normal enzim ati antioksidan ros radikal kapsul pil ekstrak bubuk akar dilarang empedu sumbatan total kram aman liver hepar pelindung.
482,482,Boerhavin,Alkaloid,Boerhavin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Punarnava boerhavia diffusa herba menjalar peluruh cairan udem bengkak air kaki tangan wajah mata jantung gagal ginjal ascites perut air diuretik aquaretik natriuretik kuat cuci natrium garam kalium ditahan tidak lemas otot batu ginjal urat kalsium lisis pelvis radang nefritis hati hati gagal ginjal parah asam urat gout darah tinggi tensi turun volum darah teh herba kapsul ekstrak aman diuretik alam.
483,483,Purpurin,Anthraquinone,Purpurin,C14H8O5,256.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=purpurin,Manjistha rubia akar merah pewarna kain india limfatik kelenjar getah bening limfa bengkak sirkulasi darah kotor jerawat nanah kista jerawat radang eksim psoriasis darah alergi gatal ginjal kalsium oksalat lisis batu ginjal ureter hepatoprotektor empedu lancar anti tumor kanker rahim kista myom teh akar pewarna urin feses merah keringat aman pigmen tidak bahaya aman ekstrak teh herba.
484,484,Arjunolic acid,Triterpene saponin,Arjunolic acid,C30H48O5,488.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=arjunolic+acid,Arjuna terminalia kulit pohon kayu tebal kardiovaskular otot miokardium pompa jantung gagal lemah inotropik positif vasodilatasi koroner kapiler dada angina nyeri sesak napas tensi darah tinggi hipertensi turun kolesterol ldl plak arteri jantung koroner penyumbatan aliran darah pelindung otot jantung infark iskemia ayurweda kapsul ekstrak bubuk susu SINERGIS DIGOXIN BETA BLOCKER OBAT JANTUNG HIPOTENSI DOKTER AMAN AWAS TENSI RENDAH.
485,485,Ketosteroids,Steroid,Steroid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=steroid,Ashoka saraca kulit pohon bunga merah india dewa cinta kama rahim wanita siklus haid endometrium otot uterus kram dismenore nyeri panggul hemostatik pendarahan menorrhagia darah berat berhenti astringen keputihan leukore jamur bakteri infeksi serviks rahim fitoestrogen ovarium kista miom mengecil hormon seimbang jamu sirup ashokarishta kapsul teh rebusan kulit kayu aman pria hindari efek estrogenik.
486,486,Boswellic Acid (AKBA),Triterpene,AKBA,C32H48O4,496.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=boswellic+acid,Salai boswellia serrata resin dupa getah putih india 5-LOX lipoksigenase inhibitor leukotrien peradang bengkak lutut sendi tulang rawan hancur pelumas kering osteoarthritis rheumatoid arthritis ibd crohn usus kolitis asma sesak bronkus paru leukotrien hambat anti radang non nsaid COX aman lambung tidak maag tidak borok usus ginjal gagal paracetamol aman ekstrak minyak dupa pil sendi gerak lentur awas alergi getah mual lambung jika dosis besar aman ekstrak murni.
487,487,Stigmasterol,Phytosterol,Stigmasterol,C29H48O,412.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=stigmasterol,Safed musli chlorophytum akar putih asparagus india afrodisiak fitoandrogen anabolik steroid alam testosteron leydig testis fsh lh spermatogenesis sel sperma ekor lincah jumlah jutaan ejakulasi dini disfungsi ereksi lemas saraf libido otot rangka binaraga gym hipertrofi protein sintesis ibu menyusui asi galaktagog susu madu bubuk akar aman kapsul anabolik tanpa roid kimia testis kecil efek samping aman 100%.
488,488,Puerarin,Isoflavone,Puerarin,C21H20O9,416.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=puerarin,Vidari pueraria ubi raksasa kudzu india fitoestrogen anabolik otot protein karbo glikogen tonik anak stunting balita kurus kering lansia ringkih demam tipes dbd suhu tinggi haus dehidrasi jantung miokard aliran darah otak memori wanita payudara asi jaringan adiposa kencang panggul pinggul bulat hormon menopause kering vagina pelumas libido wanita bubuk susu ubi aman nutrisi.
489,489,Piperine,Alkaloid,Piperine,C17H19NO3,285.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=piperine,Pippali piper longum lada panjang kecil cabai jamu india trikatu agni api pencernaan lambung enzim usus absorpsi gizi vitamin ekstrak curcuma kunyit boswellia ashwagandha tembus usus liver hepar tanpa hancur CYP3A4 P-glikoprotein efflux pump dihambat paru bronkus asma lendir batuk dahak kental panas rubefasien BAHAYA OBAT DOKTER KADAR DARAH NAIK 2000X LIPAT TOKSIK OVERDOSIS OBAT DOKTER aman bumbu masakan madu lada batuk dilarang maag ulkus berdarah usus buntu perih.
490,490,Nuciferine,Aporphine alkaloid,Nuciferine,C19H21NO2,295.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=nuciferine,Teratai biru nymphaea mesir kuno anggur rendam teh bunga seduh kelopak biru dopamin d2 agonis serotonin 5-ht2a antagonis psikoaktif legal euforia ringan relaksasi dalam otot kaku saraf tegang cemas panik ptsd depresi afrodisiak libido ereksi lucid dreaming tidur mimpi sadar terbang tidur nyenyak delta wave amigdala gaba aman seduh teh 5g awas mual muntah sedatif kuat gaba sinergis alkohol bahaya pingsan.
491,491,Policosanol,Fatty alcohol,Octacosanol,C28H58O,410.8 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=octacosanol,Tebu saccharum officinarum batang peras air es gula sukrosa fruktosa asam glikolat aha kulit wajah cerah policosanol oktakosanol lilin tebu luar energi glikolisis otot atp liver hepatosit penyakit kuning hepatitis bilirubin larut pemulihan stasis empedu haus dehidrasi elektrolit kalium fosfor besi aman es tebu bahaya diabetes gula lonjak paku gi tinggi awas insulin resistensi.
492,492,Cerberin,Cardiac glycoside,Cerberin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glycoside,Bintaro cerbera manghas mangga laut apocynaceae getah putih buah hijau merah racun tikus hama babi hutan lari bau cerberin kardiak glikosida na+/k+-atpase pompa ion otot miokardium jantung hiperkalsemia kontraksi tetanik aritmia fibrilasi ventrikel blok av henti jantung mati koma SANGAT TOKSIK ORAL KEMATIAN 1 BIJI MANUSIA MATI getah buta mata melepuh iritasi DILARANG KERAS OBAT DALAM HANYA RACUN HAMA.
493,493,Matrine,Tetracyclo-quinolizidine alkaloid,Matrine,C15H24N2O,248.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=matrine,Pranajiwa euchresta horsfieldii biji jawa bali jamu pahit ekstrem alkaloid matrine euchrestine sitotoksik amuba disentri basiler darah usus lilit kram pendarahan hemostatik batuk tbc paru darah pingsan rahim kontraksi obat kuat pria libido stamina debar jantung sirkulasi panas SANGAT TOKSIK DOSIS TINGGI MUNTAH DIARE DEBAR NEURO AMAN DOSIS MIKRO JAMU 1/4 BIJI DILARANG HAMIL ABORTUS GUGUR.
494,494,Pyrrolizidine Alkaloid (PA),Alkaloid,Jacobine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Sintrong ebolo crassocephalum gulma lalapan wangi mint sayur lodeh mentah tumis quercetin kaempferol anti inflamasi mukosa lambung radang borok usus bengkak payudara tumor benjolan linu urat DAUN TUA MENTAH SANGAT HEPATOTOKSIK PA SIROSIS LIVER GAGAL HATI VENO-OKLUSIF PENYUMBATAN VENA HEPATIKA MATI AMAN REBUS DAUN MUDA PANAS HANCUR RACUN PA sayur enak wangi nafsu makan pencernaan lancar usus.
495,495,Cellulose,Polysaccharide,Cellulose,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=cellulose,Genjer limnocharis rawa sawah air gulma enceng gondok sayur tumis renyah pahit manis kalsium zat besi flavon antioksidan pencahar feses bulking agen serat tinggi empedu ikat ldl kolesterol dinding usus cecum buntu darah anemia pucat hemoglobin besi serap BAHAYA TOKSIK LOGAM BERAT MERKURI TIMBAL KADMIUM JIKA TUMBUH DI AIR TERCEMAR LIMBAH PABRIK HIPERAKUMULATOR SEDOT RACUN JAMIN AIR BERSIH AMAN SAYUR LODEH TUMIS.
496,496,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Jantung pisang ontong musa bunga kerucut merah lodeh sayur pepes asi pelancar prolaktin payudara galaktagog kolesterol ldl serat larut saponin ikat empedu usus buang feses kalium vasodilator arteri kapiler nadi darah tinggi turun lambung maag radang usus buntu lapis lendir getah pahit mentah racun usus kram rebus buang air pahit kulit luar buang ambil inti putih empuk aman sayur lezat.
497,497,Papain,Enzyme,Papain,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Bunga pepaya jantan carica putih kuning tumis pahit alkaloid karpain glukosinolat papain protease enzim daging cerna lambung usus lancar cacing pita gelang kutikula hancur mati telur cacing lisis malaria plasmodium lisis eritrosit sel darah merah pacu empedu liver nafsu makan air liur ludah peningkat imun getah mentah kram usus DILARANG IBU HAMIL MUDA KONTRAKSI RAHIM GUGUR ABORTUS aman sayur tumis rebus garam hilang pahit.
498,498,Mangiferin,Xanthonoid,Mangiferin,C19H18O11,422.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=mangiferin,Daun kopi arabika kawa daun padang sumatra teh seduh asap sangrai klorogenat trigonelin kafein sangat rendah mangiferin tinggi enzim alpha glukosidase usus karbohidrat lambat pecah glukosa insulin darah pankreas beta sel aman diabetes antioksidan ros superoksida radikal bebas asam urat sendi ginjal peluruh empedu amigdala rileks aman penderita maag gerd jantung debar kafein sensitif kopi biji alternatif sehat.
499,499,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Daun duduk desmodium sayap panjang teh cina tcm wasir ambeien hemoroid bengkak vena rektum anus luar dalam pecah darah hemostatik pengerut mukosa astringen tanin silikat kalsium oksalat batu ginjal pelvis ureter lisis diuretik peluruh kencing anyang kotor bakteri cacing pita pingsan radang usus cecum teh seduh uap duduk uap anus aman oral luar.
500,500,Ageratochromene,Chromene,Ageratochromene,C13H16O3,220.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ageratochromene,Bandotan ageratum conyzoides bau prengus kambing gulma daun biru putih bunga precocenes pa pyrrolizidine alkaloid hemostatik protein fibrinogen trombosit beku darah instan luka robek pisau jatuh lutut cantengan kuku jempol nanah bisul tarik kotoran bakteri mati infeksi jamur panu kurap kadas SANGAT TOKSIK ORAL MINUM LIVER GAGAL HEPATOTOKSIK SIROSIS AMAN LUAR 100% TUMBUK OLES LUKA LUKA TERBUKA DARAH MAMPET CEPAT.
501,501,Alpha-asarone,Phenylpropanoid,Alpha-asarone,C12H16O3,208.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-asarone,Jeringau dlingo kembung saraf wangi volatil jamu sedatif ringan.
502,502,Ugonin,Flavonoid,Ugonin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Tunjuk langit paku pakuan radikal bebas stamina pria antioksidan.
503,503,Lunamarin,Quinoline Alkaloid,Lunamarin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Kayu sanrego makassar vasodilator ereksi penis libido pria.
504,504,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Srigunggu senggugu gurah hidung lendir asma bronkus dahak cair hancur.
505,505,Quercetin,Flavonol,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Patikan cina krokot disentri asma gulma kecil merah amuba.
506,506,Calcium Carbonate,Inorganic salt,Calcium Carbonate,CaCO3,100.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calcium+carbonate,Gempur batu ginjal kalsium oksalat lisis diuretik kecibeling susun peluruh urin.
507,507,Isoflavones,Phytoestrogen,Genistein,C15H10O5,270.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=genistein,Semanggi air pecel daun empat osteoblas tulang keropos menopause estrogen alam.
508,508,Oxalic acid,Dicarboxylic acid,Oxalic acid,C2H2O4,90.03 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=oxalic+acid,Calincing asam demam panas oksalat batu ginjal awas over dosis daun kecil.
509,509,Pellucidatin,Flavonoid,Pellucidatin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Ketumpang air suruhan bening asam urat gout kristal sendi linu hancur enzim xanthin oksidase.
510,510,Mucilage,Polysaccharide,Mucilage,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=mucilage,Gendola binahong merah lendir maag lambung borok tukak erosi gaster anemia darah kental luka luar.
511,511,Potassium nitrate,Inorganic salt,Potassium nitrate,KNO3,101.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=potassium+nitrate,Bayam duri akar peluruh urin ginjal asi payudara kelenjar kalium nitrat diuretik.
512,512,Ecdysterone,Ecdysteroid,Ecdysterone,C27H44O7,480.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ecdysterone,Gelang laut pesisir pantai ubur ubur racun bisa luka epitel otot anabolik ringan.
513,513,Calotropin,Cardiac glycoside,Calotropin,C29H40O9,532.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=calotropin,Widuri SANGAT BERACUN JANTUNG getah putih mata buta gigi lubang saraf mati racun.
514,514,Barakol,Alkaloid,Barakol,C13H11NO3,221.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=barakol,Johar malaria plasmodium lisis eritrosit toksik liver gagal hati pemakaian rutin dilarang diabetes.
515,515,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Saga pohon daun batuk sariawan BIJI MERAH KERAS SANGAT BERACUN MATI ABRIN toksin.
516,516,Pithecolobine,Alkaloid,Pithecolobine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Trembesi biji godhite darah kotor ginjal limfatik cuci racun sirkulasi darah goreng sangrai.
517,517,Tartaric acid,Organic acid,Tartaric acid,C4H6O6,150.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=tartaric+acid,Asam kranji hitam cangkang laksatif usus kolon pencahar lemak luntur vitamin c gusi.
518,518,Triterpenoid,Terpene,Triterpenoid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=triterpenoid,Kepel putri keraton wangi keringat apokrin urin napas buah manis coklat deuretik ginjal.
519,519,Solasodine,Glycoalkaloid,Solasodine,C27H43NO2,413.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=solasodine,Takokak rimbang mata minus katarak retina sel batang rhodopsin kolesterol ldl ikat empedu.
520,520,Scopolamine,Tropane alkaloid,Scopolamine,C17H21NO4,303.4 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=scopolamine,Kecubung SANGAT BERACUN GILA HALUSINASI MATI ORAL luar asma hisap bronkodilator kram otot ssp amigdala muskarinik antagonis.
521,521,Gossypol,Polyphenol,Gossypol,C30H30O8,518.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=gossypol,Kapas daun rahim miometrium persalinan lambat dukun beranak biji toksik kemandulan pria sperma mati.
522,522,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Kapuk randu alas kulit pohon panas demam asma bronkus mukosa paru dahak astringen usus diare.
523,523,Erythraline,Alkaloid,Erythraline,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Dadap serep daun kompres anak panas demam tinggi vasodilatasi lokal kulit evaporasi bengkak radang linu.
524,524,Erysotrine,Alkaloid,Erysotrine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Dadap ayam rematik sendi linu batuk dahak paru ginjal urin peluruh kulit kayu rebus.
525,525,Erythrina alkaloid,Alkaloid,Alkaloid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Cangkring berduri rawa air cacar air varicella zoster virus kulit lepuh mandi daun rebusan.
526,526,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Waru daun bentuk hati rambut rontok botak akar folikel batuk tenggorokan demulsen lendir.
527,527,Glucose,Monosaccharide,Glucose,C6H12O6,180.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=glucose,Siwalan lontar legen buah air ginjal isotonik elektrolit kalium panas dalam dehidrasi sejuk.
528,528,Zerumbone,Sesquiterpene,Zerumbone,C15H22O,218.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=zerumbone,Lempuyang wangi keramas rambut nifas rahim ibu melahirkan darah kotor sisa plasenta bersih.
529,529,Indican,Glycoside,Indican,C14H17NO6,295.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=indican,Tarum nila indigo pewarna biru epilepsi ayan kejang konvulsi ssp toksik liver dosis tinggi daun.
530,530,Citronellal,Monoterpenoid,Citronellal,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=citronellal,Serai wangi nardus nyamuk usir repelen asma uap hidung rematik sendi mandi hangat sirkulasi panggul udem.
531,531,Anonaine,Aporphine alkaloid,Anonaine,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Srikaya disentri amuba buah manis BIJI BERACUN KUTU RAMBUT MATI MATA BUTA RACUN kontak serangga lisis.
532,532,Annonacin,Acetogenin,Annonacin,C35H64O7,596.9 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=annonacin,Nona buah cacing usus nematoda ascaris mati lisis otot cacing usus lumpuh biji beracun toksik saraf.
533,533,Coumarin,Benzopyrone,Coumarin,C9H6O2,146.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=coumarin,Jeruk kingkit hiasan batuk rejan whooping paru asma lendir mukolitik bronkus radang faring tenggorokan.
534,534,Bromelain,Protease enzyme,Bromelain,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Nanas asam urat kristal lisis enzim pencerna protein daging usus plak darah beku lisis encok MUDA GUGUR KANDUNGAN RAHIM KONTRAKSI.
535,535,Potassium,Mineral,Potassium,K,39.10 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=potassium,Durian kulit abu bakar antispasmodik otot usus kram lilit sembelit keras lambung asam hcl netral basa.
536,536,Alpha-Tocopherol,Vitamin E,Tocopherol,C29H50O2,430.7 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=alpha-tocopherol,Kecipir sayur awet muda keriput uv radiasi kulit kolagen elastin ros membran sel lipid peroksidasi protein lengkap.
537,537,Luffein,Saponin,Luffein,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Gambas oyong sayur diuretik ginjal darah kotor cuci air panas dalam ureum asam urat turun luruh urin.
538,538,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Blustru spons mandi haid lancar sirkulasi panggul asma bronkus paru dahak mukus encer daun buah rebus.
539,539,Glucomannan,Polysaccharide,Glucomannan,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=glucomannan,Iles iles suweg liar shirataki serat diet diabet gula darah kolesterol empedu MENTAH BERACUN GATAL MATI OKSALAT RAPHIDE.
540,540,Cuscutin,Alkaloid,Cuscutin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=alkaloid,Tali putri kuning parasit liver penyakit kuning hepatitis sirosis regenerasi sel hepatosit hepar empedu bilirubin turun luruh.
541,541,Policosanol,Fatty alcohol,Octacosanol,C28H58O,410.8 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=octacosanol,Tebu hitam jantung debar takikardi tenang relaksasi dada sesak asma kolik masuk angin usus glukosa energi otot glikolisis.
542,542,Diosgenin,Steroidal saponin,Diosgenin,C27H42O3,414.6 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=diosgenin,Kayu ules buah pelintir jamu bayi kolik kembung gas perut antispasmodik nervus enterik vagus tidur nyenyak relaks usus.
543,543,Usnic acid,Dibenzofuran,Usnic acid,C18H16O7,344.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=usnic+acid,Kayu angin lumut kerak dahan streptococcus bakteri mati sariawan radang infeksi usus borok masuk angin jamu.
544,544,Tannin,Polyphenol,Tannin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=tannin,Seprantu biji polong jamu pegal tulang linu inflamasi sendi disentri amuba darah usus loperamid alam astringen.
545,545,"1,8-Cineole",Monoterpene,Eucalyptol,C10H18O,154.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=eucalyptol,Jungrahab daun jarum wangi pusing kepala sefalgi mual muntah anti emetik kembung kolik jamu analgesik ssp.
546,546,Zerumbone,Sesquiterpene,Zerumbone,C15H22O,218.3 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=zerumbone,Lempuyang emprit pahit ekstrem nafsu makan vagus enzim gastrik lambung amilase usus cerna gizi anak stunting kurus.
547,547,Gnetin C,Stilbenoid,Gnetin C,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=stilbenoid,Melinjo biji energi tinggi purin (AWAS ASAM URAT) daun antioksidan radikal bebas PENURUN ASAM URAT enzim xantin oksidase.
548,548,Calophyllolide,Neoflavonoid,Calophyllolide,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=flavonoid,Nyamplung tamanu oil bopeng jerawat keloid parut luka bakar fibroblas jaringan granulasi kolagen hipertrofi sembuh TOKSIK ORAL LUAR AMAN.
549,549,Chrysophanol,Anthraquinone,Chrysophanol,C15H10O4,254.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=chrysophanol,Ketepeng cina daun panu kadas kurap kutu air t rubrum jamur kulit membran lisis hancur kapur sirih topikal luar aman rebus diare ekstrem pencahar usus.
550,550,Arundoin,Triterpene,Arundoin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=triterpene,Rumput bambu cina tcm panas dalam demam anak hipotalamus set point keringat pori diuretik sariawan asidosis basa urin luruh bening.
551,551,Flavonoid,Polyphenol,Quercetin,C15H10O7,302.2 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=quercetin,Sisik naga paku parasit daun bulat tbc paru batuk darah alveolus pecah kapiler hemostatik pleuritis asma radang paru kotor perokok bersih epitel.
552,552,Proanthocyanidin,Tannin,Procyanidin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=procyanidin,Simbar darah akar paku pohon luka berdarah robek nanah bisul abses koagulasi protein jaringan kulit otot fibroblas tarik kotoran infeksi topikal luar.
553,553,Saponin,Glycoside,Saponin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=saponin,Hanjuang andong merah daun disentri darah amuba rahim panggul sirkulasi wasir darah ambeien rektum pecah kapiler henti nyeri radang sariawan usus.
554,554,Gomphrenin,Betacyanin,Gomphrenin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=betanin,Bunga kenop ungu bronkodilator asma sesak dada napas mengi pertusis batuk rejan paru radang pelebar jalan napas otot polos rileks bronkus hipertensi darah.
555,555,Tagitinin,Sesquiterpene lactone,Tagitinin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=sesquiterpene,Kembang bulan paitan insulin alam reseptor otot sensitif glukosa darah masuk sel pankreas beta diabetes hiperglikemia turun drastis AWAS HIPOGLIKEMIA GULA DROP PINGSAN.
556,556,Gallic acid,Phenolic acid,Gallic acid,C7H6O5,170.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=gallic+acid,Kembang merak bunga daun diare amuba kejang panas anak febris konvulsi ssp antipiretik hipotalamus usus presipitasi protein kulit biji TOKSIK ABORTUS.
557,557,Celosian,Polysaccharide,Celosian,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=polysaccharide,Jengger ayam merah bunga pendarahan rahim miometrium kapiler vasokonstriktor hemostatik menorrhagia haid berat mimisan epistaksis keputihan darah henti wasir.
558,558,Bixin,Carotenoid,Bixin,C25H30O4,394.5 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=bixin,Kesumba biji merah pewarna makanan pelindung tukak borok lambung gaster maag erosi asam hcl uv kulit pelindung lipid peroksidasi ros radikal bebas antioksidan pcos rahim.
559,559,Ascorbic Acid,Vitamin C,Ascorbic Acid,C6H8O6,176.1 g/mol,https://chemapps.stolaf.edu/jmol/jmol.php?model=ascorbic+acid,Lobi lobi buah merah asam diuretik ginjal urine luruh vasodilatasi endotel pembuluh darah tepi arteri hipertensi tensi tinggi turun stabil awas maag perih lambung ulkus borok.
560,560,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Sawo buah coklat manis fruktosa energi otot usus laksatif serat pektin bab lancar sembelit hilang getah tannin chicle astringen diare mencret mampet kolon sekum air tarik feses padat.
561,561,Triterpenoid,Terpene,Triterpenoid,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=triterpenoid,Sawo kecik oranye merah manis wangi kelenjar apokrin keringat ketiak tubuh floral bunga pembuluh kapiler rileks darah tinggi hipotensif ringan hipertensi urin ginjal ekskresi wangi nafas.
562,562,Mucilage,Polysaccharide,Mucilage,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=mucilage,Kenitu sawo duren ungu buah getah susu pektin demulsen mukosa faring radang tenggorokan amandel tonsil perih nelan batuk kering dada lega usus perih lambung gaster pelapis kalsium tulang laktasi ibu.
563,563,Pectin,Polysaccharide,Pectin,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=pectin,Kuini mangga wangi serat tebal pencahar mass forming usus kolon feses lancar empedu ldl kolesterol ikat buang darah tinggi hipertensi turun radikal bebas ros sel endotel peroksidasi hambat.
564,564,Amylase,Enzyme,Amylase,-,-,https://chemapps.stolaf.edu/jmol/jmol.php?model=protein,Kemang mangga asam wangi hidrasi sel penyegar cairan tubuh tonik lambung gastrik enzim pencernaan sariawan gusi radang vitamin c imun sel fagosit demam panas dalam turun asidosis basa air.
